Instances,traffic_volume,holiday,temp,clouds_all,weather_main,weather_description,date,time,hour,holiday_val
31295,5213,None,271.15,1,Clear,clear,2017-02-25,13:00:00,13,0
31296,4905,None,272.64,40,Clouds,scattered clouds,2017-02-25,14:00:00,14,0
31297,4804,None,273.15,90,Clouds,overcast clouds,2017-02-25,15:00:00,15,0
31298,4771,None,273.55,90,Clouds,overcast clouds,2017-02-25,16:00:00,16,0
31299,4655,None,272.9,90,Clouds,overcast clouds,2017-02-25,17:00:00,17,0
31300,4636,None,273.15,90,Clouds,overcast clouds,2017-02-25,18:00:00,18,0
31301,3450,None,272.79,90,Clouds,overcast clouds,2017-02-25,19:00:00,19,0
31302,2906,None,272.22,40,Clouds,scattered clouds,2017-02-25,20:00:00,20,0
31303,3234,None,270.65,40,Clouds,scattered clouds,2017-02-25,21:00:00,21,0
31304,2596,None,270.35,1,Clear,clear,2017-02-25,22:00:00,22,0
31305,1943,None,269.75,1,Clear,clear,2017-02-25,23:00:00,23,0
31306,1298,None,269.65,1,Clear,clear,2017-02-26,00:00:00,0,0
31312,1302,None,269.09,75,Clouds,broken clouds,2017-02-26,06:00:00,6,0
31313,1815,None,268.59,75,Clouds,broken clouds,2017-02-26,07:00:00,7,0
31314,2591,None,268.81,75,Clouds,broken clouds,2017-02-26,08:00:00,8,0
31315,3327,None,269.81,75,Clouds,broken clouds,2017-02-26,09:00:00,9,0
31316,3659,None,271.27,40,Snow,light snow,2017-02-26,10:00:00,10,0
31317,4149,None,273.46,75,Clouds,broken clouds,2017-02-26,11:00:00,11,0
31318,4475,None,274.35,90,Clouds,overcast clouds,2017-02-26,12:00:00,12,0
31319,4676,None,275.35,75,Clouds,broken clouds,2017-02-26,13:00:00,13,0
31320,4527,None,275.83,40,Clouds,scattered clouds,2017-02-26,14:00:00,14,0
31321,4266,None,275.34,1,Clear,clear,2017-02-26,15:00:00,15,0
31322,4329,None,275.09,20,Clouds,few clouds,2017-02-26,16:00:00,16,0
31323,4095,None,274.35,1,Clear,clear,2017-02-26,17:00:00,17,0
31324,3679,None,273.09,5,Clear,clear,2017-02-26,18:00:00,18,0
31325,2951,None,271.96,1,Clear,clear,2017-02-26,19:00:00,19,0
31326,2447,None,270.69,1,Clear,clear,2017-02-26,20:00:00,20,0
31327,2028,None,270.29,1,Clear,clear,2017-02-26,21:00:00,21,0
31328,1464,None,270.49,90,Clouds,overcast clouds,2017-02-26,22:00:00,22,0
31329,1054,None,270.95,90,Clouds,overcast clouds,2017-02-26,23:00:00,23,0
31335,2699,None,269.35,1,Clear,clear,2017-02-27,05:00:00,5,0
31336,5773,None,268.79,1,Clear,clear,2017-02-27,06:00:00,6,0
31337,6724,None,268.21,1,Clear,clear,2017-02-27,07:00:00,7,0
31338,6085,None,268.95,40,Clouds,scattered clouds,2017-02-27,08:00:00,8,0
31339,5034,None,270.71,40,Clouds,scattered clouds,2017-02-27,09:00:00,9,0
31340,4397,None,272.82,75,Clouds,broken clouds,2017-02-27,10:00:00,10,0
31341,4340,None,275.08,1,Clear,clear,2017-02-27,11:00:00,11,0
31342,4802,None,278.22,40,Clouds,scattered clouds,2017-02-27,12:00:00,12,0
31343,4670,None,278.58,75,Clouds,broken clouds,2017-02-27,13:00:00,13,0
31344,5178,None,279.08,90,Clouds,overcast clouds,2017-02-27,14:00:00,14,0
31345,5681,None,279.27,75,Clouds,broken clouds,2017-02-27,15:00:00,15,0
31346,6516,None,279.27,75,Clouds,broken clouds,2017-02-27,16:00:00,16,0
31347,6028,None,279.03,75,Clouds,broken clouds,2017-02-27,17:00:00,17,0
31348,4580,None,277.88,75,Clouds,broken clouds,2017-02-27,18:00:00,18,0
31349,3219,None,276.4,40,Clouds,scattered clouds,2017-02-27,19:00:00,19,0
31350,2647,None,275.71,75,Clouds,broken clouds,2017-02-27,20:00:00,20,0
31351,2473,None,275.35,75,Clouds,broken clouds,2017-02-27,21:00:00,21,0
31352,3711,None,275.35,1,Clear,clear,2017-02-27,22:00:00,22,0
31353,1173,None,275.02,90,Clouds,overcast clouds,2017-02-27,23:00:00,23,0
31360,2740,None,275.15,75,Clouds,broken clouds,2017-02-28,05:00:00,5,0
31361,5768,None,274.96,90,Clouds,overcast clouds,2017-02-28,06:00:00,6,0
31362,6109,None,275.15,90,Snow,light snow,2017-02-28,07:00:00,7,0
31363,6109,None,275.15,90,Drizzle,drizzle,2017-02-28,07:00:00,7,0
31364,6301,None,275.75,90,Clouds,overcast clouds,2017-02-28,08:00:00,8,0
31365,5255,None,276.35,40,Clouds,scattered clouds,2017-02-28,09:00:00,9,0
31366,4532,None,277.95,75,Clouds,broken clouds,2017-02-28,10:00:00,10,0
31367,4798,None,278.88,40,Clouds,scattered clouds,2017-02-28,11:00:00,11,0
31368,5029,None,278.89,40,Clouds,scattered clouds,2017-02-28,12:00:00,12,0
31369,4957,None,279.29,40,Clouds,scattered clouds,2017-02-28,13:00:00,13,0
31370,5442,None,279.36,75,Clouds,broken clouds,2017-02-28,14:00:00,14,0
31371,5912,None,279.09,90,Snow,light snow,2017-02-28,15:00:00,15,0
31372,5912,None,279.09,90,Rain,light rain,2017-02-28,15:00:00,15,0
31373,6949,None,278.23,90,Snow,light snow,2017-02-28,16:00:00,16,0
31374,6365,None,276.91,90,Drizzle,drizzle,2017-02-28,17:00:00,17,0
31375,6365,None,276.91,90,Rain,moderate rain,2017-02-28,17:00:00,17,0
31376,6365,None,276.91,90,Snow,light snow,2017-02-28,17:00:00,17,0
31377,4867,None,275.91,90,Drizzle,drizzle,2017-02-28,18:00:00,18,0
31378,4867,None,275.91,90,Snow,snow,2017-02-28,18:00:00,18,0
31379,3311,None,275.09,90,Drizzle,drizzle,2017-02-28,19:00:00,19,0
31380,3311,None,275.09,90,Snow,snow,2017-02-28,19:00:00,19,0
31381,2971,None,274.42,90,Snow,light snow,2017-02-28,20:00:00,20,0
31382,2890,None,273.71,90,Drizzle,drizzle,2017-02-28,21:00:00,21,0
31383,2890,None,273.71,90,Mist,mist,2017-02-28,21:00:00,21,0
31384,2890,None,273.71,90,Snow,light snow,2017-02-28,21:00:00,21,0
31385,2648,None,273.28,90,Drizzle,drizzle,2017-02-28,22:00:00,22,0
31386,2648,None,273.28,90,Mist,mist,2017-02-28,22:00:00,22,0
31387,2648,None,273.28,90,Snow,light snow,2017-02-28,22:00:00,22,0
31388,1141,None,272.84,90,Snow,light snow,2017-02-28,23:00:00,23,0
31389,1141,None,272.84,90,Mist,mist,2017-02-28,23:00:00,23,0
31396,2278,None,271.02,90,Snow,light snow,2017-03-01,05:00:00,5,0
31397,2278,None,271.02,90,Mist,mist,2017-03-01,05:00:00,5,0
31398,3771,None,270.62,90,Snow,snow,2017-03-01,06:00:00,6,0
31399,3771,None,270.62,90,Mist,mist,2017-03-01,06:00:00,6,0
31400,3683,None,270.08,90,Snow,light snow,2017-03-01,07:00:00,7,0
31401,3683,None,270.08,90,Mist,mist,2017-03-01,07:00:00,7,0
31402,3997,None,270.15,90,Snow,light snow,2017-03-01,08:00:00,8,0
31403,5810,None,270.75,90,Clouds,overcast clouds,2017-03-01,09:00:00,9,0
31404,4513,None,270.84,75,Clouds,broken clouds,2017-03-01,10:00:00,10,0
31405,4537,None,271.58,75,Clouds,broken clouds,2017-03-01,11:00:00,11,0
31406,4816,None,272.71,20,Clouds,few clouds,2017-03-01,12:00:00,12,0
31407,4805,None,274.41,75,Clouds,broken clouds,2017-03-01,13:00:00,13,0
31408,5379,None,274.83,90,Clouds,overcast clouds,2017-03-01,14:00:00,14,0
31409,5712,None,275.01,90,Clouds,overcast clouds,2017-03-01,15:00:00,15,0
31410,6948,None,274.59,90,Clouds,overcast clouds,2017-03-01,16:00:00,16,0
31411,6466,None,274.53,90,Rain,light rain,2017-03-01,17:00:00,17,0
31412,6466,None,274.53,90,Snow,light snow,2017-03-01,17:00:00,17,0
31413,4755,None,272.42,90,Snow,light snow,2017-03-01,18:00:00,18,0
31414,4755,None,272.42,90,Mist,mist,2017-03-01,18:00:00,18,0
31415,3200,None,271.96,90,Snow,light snow,2017-03-01,19:00:00,19,0
31416,2927,None,270.9,40,Snow,light snow,2017-03-01,20:00:00,20,0
31417,2439,None,270.72,75,Snow,light snow,2017-03-01,21:00:00,21,0
31418,1720,None,269.84,90,Snow,light snow,2017-03-01,22:00:00,22,0
31419,1720,None,269.84,90,Haze,haze,2017-03-01,22:00:00,22,0
31420,1084,None,269.48,90,Snow,light snow,2017-03-01,23:00:00,23,0
31426,2751,None,265.49,1,Clear,clear,2017-03-02,05:00:00,5,0
31427,5939,None,265.03,1,Clear,clear,2017-03-02,06:00:00,6,0
31428,6684,None,264.9,1,Clear,clear,2017-03-02,07:00:00,7,0
31429,6031,None,264.94,1,Clear,clear,2017-03-02,08:00:00,8,0
31430,5165,None,266.01,1,Clear,clear,2017-03-02,09:00:00,9,0
31431,4765,None,266.93,1,Clear,clear,2017-03-02,10:00:00,10,0
31432,5013,None,268.88,40,Clouds,scattered clouds,2017-03-02,11:00:00,11,0
31433,4949,None,270.35,1,Clear,clear,2017-03-02,12:00:00,12,0
31434,5119,None,271.15,1,Clear,clear,2017-03-02,13:00:00,13,0
31435,5465,None,271.48,40,Clouds,scattered clouds,2017-03-02,14:00:00,14,0
31436,6207,None,271.15,40,Clouds,scattered clouds,2017-03-02,15:00:00,15,0
31437,6686,None,271.02,40,Clouds,scattered clouds,2017-03-02,16:00:00,16,0
31438,6515,None,270.49,40,Clouds,scattered clouds,2017-03-02,17:00:00,17,0
31439,5022,None,269.72,1,Clear,clear,2017-03-02,18:00:00,18,0
31440,3581,None,268.59,5,Clear,clear,2017-03-02,19:00:00,19,0
31441,2973,None,268.08,5,Clear,clear,2017-03-02,20:00:00,20,0
31442,3225,None,267.37,5,Clear,clear,2017-03-02,21:00:00,21,0
31443,1866,None,266.69,1,Clear,clear,2017-03-02,22:00:00,22,0
31444,1305,None,266.09,1,Clear,clear,2017-03-02,23:00:00,23,0
31450,2576,None,262.09,1,Clear,clear,2017-03-03,05:00:00,5,0
31451,5495,None,261.69,1,Clear,clear,2017-03-03,06:00:00,6,0
31452,6459,None,261.29,20,Clouds,few clouds,2017-03-03,07:00:00,7,0
31453,5874,None,262.08,40,Clouds,scattered clouds,2017-03-03,08:00:00,8,0
31454,5025,None,264.95,1,Clear,clear,2017-03-03,09:00:00,9,0
31455,4837,None,265.55,75,Clouds,broken clouds,2017-03-03,10:00:00,10,0
31456,5370,None,266.88,1,Clear,clear,2017-03-03,11:00:00,11,0
31457,5727,None,269.81,1,Clear,clear,2017-03-03,12:00:00,12,0
31458,5665,None,269.88,1,Clear,clear,2017-03-03,13:00:00,13,0
31459,5718,None,271.22,75,Clouds,broken clouds,2017-03-03,14:00:00,14,0
31460,5967,None,272.15,75,Clouds,broken clouds,2017-03-03,15:00:00,15,0
31461,6607,None,271.65,90,Clouds,overcast clouds,2017-03-03,16:00:00,16,0
31462,6125,None,270.9,90,Snow,light snow,2017-03-03,17:00:00,17,0
31463,5208,None,270.28,90,Snow,light snow,2017-03-03,18:00:00,18,0
31464,3960,None,270.22,90,Snow,light snow,2017-03-03,19:00:00,19,0
31465,3380,None,269.96,90,Snow,light snow,2017-03-03,20:00:00,20,0
31466,3107,None,269.65,75,Snow,light snow,2017-03-03,21:00:00,21,0
31467,3107,None,269.65,75,Mist,mist,2017-03-03,21:00:00,21,0
31468,2448,None,269.75,90,Snow,light snow,2017-03-03,22:00:00,22,0
31469,2448,None,269.75,90,Mist,mist,2017-03-03,22:00:00,22,0
31470,1883,None,269.95,90,Clouds,overcast clouds,2017-03-03,23:00:00,23,0
31471,1080,None,270.21,90,Clouds,overcast clouds,2017-03-04,00:00:00,0,0
31477,1056,None,269.95,1,Clear,clear,2017-03-04,06:00:00,6,0
31478,1507,None,269.82,20,Clouds,few clouds,2017-03-04,07:00:00,7,0
31479,2431,None,269.96,20,Clouds,few clouds,2017-03-04,08:00:00,8,0
31480,3374,None,272.65,5,Clear,clear,2017-03-04,09:00:00,9,0
31481,4445,None,274.15,1,Clear,clear,2017-03-04,10:00:00,10,0
31482,4946,None,275.52,1,Clear,clear,2017-03-04,11:00:00,11,0
31483,5204,None,276.48,1,Clear,clear,2017-03-04,12:00:00,12,0
31484,5193,None,277.71,1,Clear,clear,2017-03-04,13:00:00,13,0
31485,5062,None,278.21,1,Clear,clear,2017-03-04,14:00:00,14,0
31486,4643,None,278.59,1,Clear,clear,2017-03-04,15:00:00,15,0
31487,4843,None,278.35,1,Clear,clear,2017-03-04,16:00:00,16,0
31488,4955,None,277.42,1,Clear,clear,2017-03-04,17:00:00,17,0
31489,4489,None,276.48,1,Clear,clear,2017-03-04,18:00:00,18,0
31490,3503,None,276.01,1,Clear,clear,2017-03-04,19:00:00,19,0
31491,3216,None,275.93,1,Clear,clear,2017-03-04,20:00:00,20,0
31492,3532,None,275.21,1,Clear,clear,2017-03-04,21:00:00,21,0
31493,3301,None,275.65,1,Clear,clear,2017-03-04,22:00:00,22,0
31494,2188,None,275.48,1,Clear,clear,2017-03-04,23:00:00,23,0
31495,1546,None,275.42,1,Clear,clear,2017-03-05,00:00:00,0,0
31496,1031,None,275.65,1,Clear,clear,2017-03-05,01:00:00,1,0
31501,1011,None,275.95,1,Clear,clear,2017-03-05,06:00:00,6,0
31502,1368,None,276.21,1,Clear,clear,2017-03-05,07:00:00,7,0
31503,2100,None,277.65,40,Clouds,scattered clouds,2017-03-05,08:00:00,8,0
31504,2847,None,278.54,75,Clouds,broken clouds,2017-03-05,09:00:00,9,0
31505,3654,None,280.02,90,Clouds,overcast clouds,2017-03-05,10:00:00,10,0
31506,4127,None,281.9,75,Clouds,broken clouds,2017-03-05,11:00:00,11,0
31507,4745,None,284.08,75,Clouds,broken clouds,2017-03-05,12:00:00,12,0
31508,4566,None,286.14,1,Clear,clear,2017-03-05,13:00:00,13,0
31509,4557,None,286.64,75,Clouds,broken clouds,2017-03-05,14:00:00,14,0
31510,4632,None,286.46,90,Clouds,overcast clouds,2017-03-05,15:00:00,15,0
31511,4684,None,286.21,90,Clouds,overcast clouds,2017-03-05,16:00:00,16,0
31512,4180,None,285.48,90,Clouds,overcast clouds,2017-03-05,17:00:00,17,0
31513,3749,None,283.77,90,Clouds,overcast clouds,2017-03-05,18:00:00,18,0
31514,4253,None,283.41,75,Clouds,broken clouds,2017-03-05,19:00:00,19,0
31515,3643,None,283.35,90,Clouds,overcast clouds,2017-03-05,20:00:00,20,0
31516,2198,None,283.15,90,Clouds,overcast clouds,2017-03-05,21:00:00,21,0
31517,1581,None,282.95,75,Clouds,broken clouds,2017-03-05,22:00:00,22,0
31518,1001,None,283.08,75,Clouds,broken clouds,2017-03-05,23:00:00,23,0
31524,2744,None,283.68,90,Rain,light rain,2017-03-06,05:00:00,5,0
31525,5673,None,283.62,75,Drizzle,drizzle,2017-03-06,06:00:00,6,0
31526,5673,None,283.62,75,Rain,light rain,2017-03-06,06:00:00,6,0
31527,6531,None,283.75,90,Drizzle,drizzle,2017-03-06,07:00:00,7,0
31528,6531,None,283.75,90,Mist,mist,2017-03-06,07:00:00,7,0
31529,5931,None,283.93,90,Mist,mist,2017-03-06,08:00:00,8,0
31530,4802,None,284.08,90,Drizzle,drizzle,2017-03-06,09:00:00,9,0
31531,4802,None,284.08,90,Mist,mist,2017-03-06,09:00:00,9,0
31532,4802,None,284.08,90,Rain,light rain,2017-03-06,09:00:00,9,0
31533,4296,None,284.35,90,Mist,mist,2017-03-06,10:00:00,10,0
31534,4296,None,284.35,90,Drizzle,drizzle,2017-03-06,10:00:00,10,0
31535,4296,None,284.35,90,Rain,moderate rain,2017-03-06,10:00:00,10,0
31536,4490,None,284.55,90,Drizzle,drizzle,2017-03-06,11:00:00,11,0
31537,4758,None,284.77,90,Drizzle,drizzle,2017-03-06,12:00:00,12,0
31538,4711,None,285.4,90,Clouds,overcast clouds,2017-03-06,13:00:00,13,0
31539,5014,None,286.55,90,Clouds,overcast clouds,2017-03-06,14:00:00,14,0
31540,5727,None,288.27,40,Clouds,scattered clouds,2017-03-06,15:00:00,15,0
31541,6645,None,289.75,40,Clouds,scattered clouds,2017-03-06,16:00:00,16,0
31542,6199,None,289.78,40,Thunderstorm,proximity thunderstorm,2017-03-06,17:00:00,17,0
31543,4261,None,289.1,90,Thunderstorm,proximity thunderstorm,2017-03-06,18:00:00,18,0
31544,2910,None,287.49,90,Thunderstorm,proximity thunderstorm,2017-03-06,19:00:00,19,0
31545,2910,None,287.49,90,Rain,heavy rain,2017-03-06,19:00:00,19,0
31546,2402,None,285.6,75,Rain,moderate rain,2017-03-06,20:00:00,20,0
31547,2038,None,284.29,1,Clear,clear,2017-03-06,21:00:00,21,0
31548,1514,None,281.78,1,Rain,light rain,2017-03-06,22:00:00,22,0
31556,2746,None,271.08,90,Snow,light snow,2017-03-07,05:00:00,5,0
31557,5966,None,271.62,90,Snow,light snow,2017-03-07,06:00:00,6,0
31558,6461,None,271.65,75,Clouds,broken clouds,2017-03-07,07:00:00,7,0
31559,6441,None,271.82,1,Clear,clear,2017-03-07,08:00:00,8,0
31560,5109,None,273.22,5,Clear,clear,2017-03-07,09:00:00,9,0
31561,4544,None,274.48,1,Clear,clear,2017-03-07,10:00:00,10,0
31562,4655,None,276.35,5,Clear,clear,2017-03-07,11:00:00,11,0
31563,4961,None,279.41,1,Clear,clear,2017-03-07,12:00:00,12,0
31564,4801,None,280.08,75,Clouds,broken clouds,2017-03-07,13:00:00,13,0
31565,5215,None,280.62,90,Clouds,overcast clouds,2017-03-07,14:00:00,14,0
31566,5709,None,280.89,40,Clouds,scattered clouds,2017-03-07,15:00:00,15,0
31567,6722,None,280.68,1,Rain,light rain,2017-03-07,16:00:00,16,0
31568,6017,None,280.82,75,Rain,light rain,2017-03-07,17:00:00,17,0
31569,4775,None,280.29,1,Clear,clear,2017-03-07,18:00:00,18,0
31570,3425,None,278.96,40,Clouds,scattered clouds,2017-03-07,19:00:00,19,0
31571,2815,None,278.09,40,Clouds,scattered clouds,2017-03-07,20:00:00,20,0
31572,3727,None,277.29,1,Clear,clear,2017-03-07,21:00:00,21,0
31573,2816,None,276.22,1,Clear,clear,2017-03-07,22:00:00,22,0
31574,1115,None,275.62,75,Clouds,broken clouds,2017-03-07,23:00:00,23,0
31580,2692,None,270.22,40,Snow,light snow,2017-03-08,05:00:00,5,0
31581,5898,None,269.95,40,Snow,light snow,2017-03-08,06:00:00,6,0
31582,6832,None,269.16,40,Snow,light snow,2017-03-08,07:00:00,7,0
31583,6134,None,268.31,40,Snow,light snow,2017-03-08,08:00:00,8,0
31584,5194,None,268.23,40,Snow,light snow,2017-03-08,09:00:00,9,0
31585,4454,None,268.35,75,Snow,light snow,2017-03-08,10:00:00,10,0
31586,4749,None,269.73,20,Clouds,few clouds,2017-03-08,11:00:00,11,0
31587,5070,None,270.31,40,Clouds,scattered clouds,2017-03-08,12:00:00,12,0
31588,5313,None,272.22,1,Clear,clear,2017-03-08,13:00:00,13,0
31589,5642,None,273.02,1,Clear,clear,2017-03-08,14:00:00,14,0
31590,5956,None,273.15,1,Clear,clear,2017-03-08,15:00:00,15,0
31591,7107,None,273.09,40,Clouds,scattered clouds,2017-03-08,16:00:00,16,0
31592,6837,None,273.09,20,Clouds,few clouds,2017-03-08,17:00:00,17,0
31593,4829,None,272.29,5,Clear,clear,2017-03-08,18:00:00,18,0
31594,3529,None,271.15,5,Clear,clear,2017-03-08,19:00:00,19,0
31595,3053,None,271.07,20,Clouds,few clouds,2017-03-08,20:00:00,20,0
31596,2544,None,270.99,75,Clouds,broken clouds,2017-03-08,21:00:00,21,0
31597,1849,None,270.88,40,Clouds,scattered clouds,2017-03-08,22:00:00,22,0
31598,1455,None,270.95,75,Clouds,broken clouds,2017-03-08,23:00:00,23,0
31604,3166,None,269.19,1,Clear,clear,2017-03-09,05:00:00,5,0
31605,6236,None,268.46,90,Clouds,overcast clouds,2017-03-09,06:00:00,6,0
31606,6928,None,268.0,90,Clouds,overcast clouds,2017-03-09,07:00:00,7,0
31607,6327,None,268.14,90,Clouds,overcast clouds,2017-03-09,08:00:00,8,0
31608,5226,None,268.71,90,Clouds,overcast clouds,2017-03-09,09:00:00,9,0
31609,4594,None,269.15,1,Clear,clear,2017-03-09,10:00:00,10,0
31610,5068,None,270.08,1,Clear,clear,2017-03-09,11:00:00,11,0
31611,5254,None,271.02,40,Clouds,scattered clouds,2017-03-09,12:00:00,12,0
31612,5278,None,270.82,1,Clear,clear,2017-03-09,13:00:00,13,0
31613,5599,None,271.01,90,Clouds,overcast clouds,2017-03-09,14:00:00,14,0
31614,5929,None,270.78,90,Clouds,overcast clouds,2017-03-09,15:00:00,15,0
31615,7280,None,270.75,90,Clouds,overcast clouds,2017-03-09,16:00:00,16,0
31616,6453,None,270.62,90,Clouds,overcast clouds,2017-03-09,17:00:00,17,0
31617,4672,None,270.23,40,Clouds,scattered clouds,2017-03-09,18:00:00,18,0
31618,3494,None,269.16,40,Clouds,scattered clouds,2017-03-09,19:00:00,19,0
31619,3628,None,268.22,1,Clear,clear,2017-03-09,20:00:00,20,0
31620,3124,None,267.56,5,Clear,clear,2017-03-09,21:00:00,21,0
31621,2820,None,266.82,1,Clear,clear,2017-03-09,22:00:00,22,0
31622,2218,None,266.03,1,Clear,clear,2017-03-09,23:00:00,23,0
31628,2505,None,258.76,1,Clear,clear,2017-03-10,05:00:00,5,0
31629,5503,None,257.88,1,Clear,clear,2017-03-10,06:00:00,6,0
31630,6536,None,257.51,1,Clear,clear,2017-03-10,07:00:00,7,0
31631,5831,None,258.22,1,Clear,clear,2017-03-10,08:00:00,8,0
31632,5267,None,259.35,1,Clear,clear,2017-03-10,09:00:00,9,0
31633,4785,None,260.08,1,Clear,clear,2017-03-10,10:00:00,10,0
31634,5292,None,260.68,1,Clear,clear,2017-03-10,11:00:00,11,0
31635,5614,None,262.65,1,Clear,clear,2017-03-10,12:00:00,12,0
31636,5763,None,263.59,1,Clear,clear,2017-03-10,13:00:00,13,0
31637,5881,None,264.55,1,Clear,clear,2017-03-10,14:00:00,14,0
31638,6103,None,264.65,1,Clear,clear,2017-03-10,15:00:00,15,0
31639,6986,None,265.02,1,Clear,clear,2017-03-10,16:00:00,16,0
31640,6514,None,264.72,1,Clear,clear,2017-03-10,17:00:00,17,0
31641,5445,None,264.22,75,Clouds,broken clouds,2017-03-10,18:00:00,18,0
31642,3799,None,263.9,40,Clouds,scattered clouds,2017-03-10,19:00:00,19,0
31643,3195,None,263.28,5,Clear,clear,2017-03-10,20:00:00,20,0
31644,2929,None,263.22,1,Clear,clear,2017-03-10,21:00:00,21,0
31645,2680,None,262.75,1,Clear,clear,2017-03-10,22:00:00,22,0
31646,3025,None,262.35,1,Clear,clear,2017-03-10,23:00:00,23,0
31647,1459,None,261.35,1,Clear,clear,2017-03-11,00:00:00,0,0
31648,1107,None,261.22,1,Clear,clear,2017-03-11,01:00:00,1,0
31653,1143,None,260.01,75,Clouds,broken clouds,2017-03-11,06:00:00,6,0
31654,1547,None,259.82,90,Clouds,overcast clouds,2017-03-11,07:00:00,7,0
31655,3346,None,260.08,90,Clouds,overcast clouds,2017-03-11,08:00:00,8,0
31656,4256,None,260.88,40,Clouds,scattered clouds,2017-03-11,09:00:00,9,0
31657,4763,None,262.01,75,Clouds,broken clouds,2017-03-11,10:00:00,10,0
31658,5192,None,263.35,90,Clouds,overcast clouds,2017-03-11,11:00:00,11,0
31659,5096,None,264.53,75,Clouds,broken clouds,2017-03-11,12:00:00,12,0
31660,4960,None,265.55,40,Clouds,scattered clouds,2017-03-11,13:00:00,13,0
31661,5225,None,266.35,75,Clouds,broken clouds,2017-03-11,14:00:00,14,0
31662,5611,None,267.03,90,Clouds,overcast clouds,2017-03-11,15:00:00,15,0
31663,5436,None,266.88,40,Clouds,scattered clouds,2017-03-11,16:00:00,16,0
31664,5031,None,267.09,40,Clouds,scattered clouds,2017-03-11,17:00:00,17,0
31665,4843,None,266.21,90,Clouds,overcast clouds,2017-03-11,18:00:00,18,0
31666,4043,None,265.68,90,Clouds,overcast clouds,2017-03-11,19:00:00,19,0
31667,3443,None,265.48,90,Clouds,overcast clouds,2017-03-11,20:00:00,20,0
31668,4083,None,263.9,1,Clear,clear,2017-03-11,21:00:00,21,0
31669,3774,None,263.78,1,Clear,clear,2017-03-11,22:00:00,22,0
31670,2645,None,263.03,1,Clear,clear,2017-03-11,23:00:00,23,0
31671,1825,None,262.34,1,Clear,clear,2017-03-12,00:00:00,0,0
31672,1107,None,262.09,1,Clear,clear,2017-03-12,01:00:00,1,0
31678,1758,None,262.15,40,Clouds,scattered clouds,2017-03-12,08:00:00,8,0
31679,2613,None,263.65,1,Clear,clear,2017-03-12,09:00:00,9,0
31680,3406,None,265.0,40,Clouds,scattered clouds,2017-03-12,10:00:00,10,0
31681,3935,None,266.08,90,Clouds,overcast clouds,2017-03-12,11:00:00,11,0
31682,4465,None,267.08,90,Clouds,overcast clouds,2017-03-12,12:00:00,12,0
31683,4610,None,267.15,90,Snow,light snow,2017-03-12,13:00:00,13,0
31684,5027,None,267.22,90,Snow,light snow,2017-03-12,14:00:00,14,0
31685,4431,None,266.65,90,Snow,snow,2017-03-12,15:00:00,15,0
31686,4431,None,266.65,90,Haze,haze,2017-03-12,15:00:00,15,0
31687,3302,None,266.4,90,Snow,heavy snow,2017-03-12,16:00:00,16,0
31688,3302,None,266.4,90,Fog,fog,2017-03-12,16:00:00,16,0
31689,2706,None,266.28,90,Snow,heavy snow,2017-03-12,17:00:00,17,0
31690,2706,None,266.28,90,Fog,fog,2017-03-12,17:00:00,17,0
31691,2823,None,266.09,90,Snow,snow,2017-03-12,18:00:00,18,0
31692,2823,None,266.09,90,Mist,mist,2017-03-12,18:00:00,18,0
31693,2335,None,265.75,90,Snow,snow,2017-03-12,19:00:00,19,0
31694,2335,None,265.75,90,Mist,mist,2017-03-12,19:00:00,19,0
31695,1817,None,265.75,90,Snow,light snow,2017-03-12,20:00:00,20,0
31696,1817,None,265.75,90,Mist,mist,2017-03-12,20:00:00,20,0
31697,1738,None,265.68,90,Snow,light snow,2017-03-12,21:00:00,21,0
31698,1738,None,265.68,90,Mist,mist,2017-03-12,21:00:00,21,0
31699,1935,None,265.62,90,Snow,light snow,2017-03-12,22:00:00,22,0
31700,1935,None,265.62,90,Mist,mist,2017-03-12,22:00:00,22,0
31701,2334,None,265.28,90,Snow,light snow,2017-03-12,23:00:00,23,0
31702,2334,None,265.28,90,Mist,mist,2017-03-12,23:00:00,23,0
31713,2552,None,264.72,90,Snow,light snow,2017-03-13,05:00:00,5,0
31714,4930,None,263.9,1,Snow,light snow,2017-03-13,06:00:00,6,0
31715,4930,None,263.9,1,Haze,haze,2017-03-13,06:00:00,6,0
31716,5439,None,263.28,1,Snow,light snow,2017-03-13,07:00:00,7,0
31717,4699,None,262.68,1,Clear,clear,2017-03-13,08:00:00,8,0
31718,3911,None,265.35,1,Snow,light snow,2017-03-13,10:00:00,10,0
31719,3967,None,266.15,75,Clouds,broken clouds,2017-03-13,11:00:00,11,0
31720,4115,None,267.42,1,Clear,clear,2017-03-13,12:00:00,12,0
31721,4470,None,268.65,1,Clear,clear,2017-03-13,13:00:00,13,0
31722,4775,None,269.15,40,Clouds,scattered clouds,2017-03-13,14:00:00,14,0
31723,5357,None,269.27,40,Clouds,scattered clouds,2017-03-13,15:00:00,15,0
31724,6366,None,269.58,40,Clouds,scattered clouds,2017-03-13,16:00:00,16,0
31725,6097,None,269.55,90,Clouds,overcast clouds,2017-03-13,17:00:00,17,0
31726,4568,None,269.42,75,Clouds,broken clouds,2017-03-13,18:00:00,18,0
31727,3124,None,267.78,1,Clear,clear,2017-03-13,19:00:00,19,0
